pillar,pattern,file,line,context
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH4_lepton_mass_candidates.tex,209,in the muon/electron formula emerges from $\mathbb{Z}_6$ mode spectrum
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH4_lepton_mass_candidates.tex,213,"from $\mathbb{Z}_6$ energetics (e.g., mode degeneracy, minimal energy"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH4_lepton_mass_candidates.tex,220,generations from $\mathbb{Z}_6$ structure (tentatively: $|Z_3| = 3$).
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH4_lepton_mass_candidates.tex,262,"$\mathbb{Z}_6$ parametrization gives $Q = 2/3$ automatically,"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH4_lepton_mass_candidates.tex,282,\item \textbf{$Q = 2/3$ energetics:} Prove that $\mathbb{Z}_6$ energy
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH4_lepton_mass_candidates.tex,345,from oscillator physics or $\mathbb{Z}_6$ structure.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,11,This chapter obtains electroweak parameters from $\mathbb{Z}_6$ geometry via a
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,15,$g'^2/g^2 = |\mathbb{Z}_2|/|\mathbb{Z}_6|$ (subgroup counting $\to$ coupling ratio).
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,44,"In EDC, the 3D membrane has an underlying $\mathbb{Z}_6$ discrete symmetry---think of"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,48,\textbf{Step 2: $\mathbb{Z}_6$ factors into two pieces.}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,49,Group theory: $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$. The $\mathbb{Z}_3$
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,54,The $SU(2)_L$ weak interaction ``sees'' all 6 elements of $\mathbb{Z}_6$.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,88,\item Why $\mathbb{Z}_6$ rather than some other symmetry from first principles
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,100,"Building on the $\mathbb{Z}_6$ geometric foundation established in Chapter~3, we derive"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,115,The electroweak \emph{mixing structure} follows from one geometric input: $\sin^2\theta_W = 1/4$ from $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,123,Chapter~3 derived the strong sector ($SU(3)$ from $\mathbb{Z}_3 \subset \mathbb{Z}_6$).
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,139,\textbf{Goal:} Derive these from the $\mathbb{Z}_6$ geometry and membrane tension $\sigma$.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,198,\section{Weinberg Angle from $\mathbb{Z}_6$ Partition}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,207,The weak mixing angle emerges from the subgroup structure of $\mathbb{Z}_6$:
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,209,\boxed{\sin^2\theta_W = \frac{|\mathbb{Z}_2|}{|\mathbb{Z}_2| + |\mathbb{Z}_6|} = \frac{2}{2+6} = \frac{1}{4} = 0.25}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,212,\noindent{\footnotesize $^\dagger$Conditional on the coupling normalization map $g'^2/g^2 = \lvert\mathbb{Z}_2\rvert/\lvert\mathbb{Z}_6\rvert$ \tagP{}.}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,220,\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,222,"with orders $|\mathbb{Z}_6| = 6$, $|\mathbb{Z}_2| = 2$, $|\mathbb{Z}_3| = 3$."
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,227,determined by the relative ``weight'' of $\mathbb{Z}_2$ within $\mathbb{Z}_6$:
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,229,\frac{g'^2}{g^2} = \frac{|\mathbb{Z}_2|}{|\mathbb{Z}_6|} = \frac{2}{6} = \frac{1}{3}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,245,\textbf{The question:} Step 2 claims $g'^2/g^2 = |\mathbb{Z}_2|/|\mathbb{Z}_6|$.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,254,Consider the $\mathbb{Z}_6$ hexagonal lattice:
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,256,"\item The \emph{full} symmetry group $\mathbb{Z}_6$ has 6 elements (rotations by $0°, 60°, 120°, 180°, 240°, 300°$)"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,267,\item The $SU(2)_L$ weak interaction couples to the full $\mathbb{Z}_6$---it ``sees'' all 6 elements
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,280,\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3 \quad \xrightarrow{\text{map [P]}} \quad
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,281,\frac{g'^2}{g^2} = \frac{|\mathbb{Z}_2|}{|\mathbb{Z}_6|} = \frac{1}{3}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,295,the symmetry is discrete ($\mathbb{Z}_6$) rather than continuous ($SU(5)$).
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,337,\sin^2\theta_W = \frac{|\mathbb{Z}_2|}{|\mathbb{Z}_2| + |\mathbb{Z}_6|} = \frac{1}{4}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,356,\item[$\times$] Why $\mathbb{Z}_6$ geometry implies the specific $g'/g$ ratio
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,364,"That requires the $\mathbb{Z}_6$ identification, which is \tagI{}, not \tagDc{}."
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,387,\item Layered structure: 5D Bulk $\to$ Brane ($\mathbb{Z}_6$ lattice) $\to$ 4D observer
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,388,\item $\mathbb{Z}_6$ hexagon with $\mathbb{Z}_2$ and $\mathbb{Z}_3$ subgroups highlighted
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,389,"\item Arrows showing: $\mathbb{Z}_2 \to U(1)_Y$ weight, $\mathbb{Z}_6 \to SU(2)_L$ weight"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,411,"The actual identification is $g'^2/g^2 = |\mathbb{Z}_2|/|\mathbb{Z}_6| = 1/3$,"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,420,The value $\sin^2\theta_W = 1/4$ is the ``bare'' value at the $\mathbb{Z}_6$ lattice scale
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,442,\item \textbf{Fixed} at the lattice scale by the $\mathbb{Z}_6$ identification \tagI{}: $\sin^2\theta_W = 1/4$
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,595,\sin^2\theta_W(\mu_{\text{lattice}}) = \frac{1}{4} \quad \text{from } \mathbb{Z}_6 \text{ symmetry}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,738,"from electroweak relations + $\sin^2\theta_W = 1/4$ (Chapter~\ref{ch:z6_program}), not"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,904,"The geometric derivation $\sin^2\theta_W = 1/4$ from $\mathbb{Z}_6$ symmetry was elegant,"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,969,is where the $\mathbb{Z}_6$ hexagonal geometry ``lives.'' This is the hadronic scale---where
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1012,physics. This is where the $\mathbb{Z}_6$ hexagonal structure lives.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1048,\boxed{\sin^2\theta_W = \frac{1}{4} \quad \text{from } \mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3 \text{ symmetry}}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1091,\item $\sin^2\theta_W = 1/4$ at the lattice scale (from $\mathbb{Z}_6$ identification) \tagI{}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1101,\textbf{ALLOWED:} Using $\mathbb{Z}_6 \to \sin^2\theta_W = 1/4$ as a geometric boundary condition.\\
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1114,\item Ch.~2 (assumed): $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$ hexagonal symmetry
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1121,\item \textbf{IF} $\mathbb{Z}_6$ factors as $\mathbb{Z}_2 \times \mathbb{Z}_3$ \textbf{AND}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1133,\textbf{OPEN:} Derive the $\mathbb{Z}_6 \to$ coupling weight map from a 5D gauge action
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1149,the $\mathbb{Z}_6$ identification fails.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1162,\item[FM-4: $\mathbb{Z}_6$ not the correct symmetry.]
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1169,"inconsistent with $\mathbb{Z}_6$ counting, the identification is wrong."
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1189,\item[\checkmark] \textbf{$\sin^2\theta_W$:} Derived from $\mathbb{Z}_6$ geometry + RG running.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,2,"% Chapter 7, Attempt 4: CP Phase Refinement via Z6 Structure"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,10,with $\delta = 120°$. Attempt~4 investigates whether the $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,60,\item[\textbf{M1:} $\mathbb{Z}_6$ half-phase selection]
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,61,Use $\mathbb{Z}_6$ phases $\omega_6 = e^{i\pi/3}$ instead of $\mathbb{Z}_3$.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,69,The $\mathbb{Z}_2$ factor in $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,74,Minimal discrete structure gives $\delta = 60°$ ($\mathbb{Z}_6$).
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,109,\textbf{Setup:} The $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$ structure
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,152,The $\mathbb{Z}_2$ factor in $\mathbb{Z}_6$ provides sign flips that
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,223,\textbf{Resolution:} The $\mathbb{Z}_2$ factor in $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,236,"\textbf{Bottom line:} The $\mathbb{Z}_6$ discrete symmetry, with $\mathbb{Z}_2$"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,253,$\sqrt{3}/2 = \sin 60°$ emerges from the $\mathbb{Z}_6$ structure.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt4_cp_refinement.tex,256,face-diagonal of a unit cube---both arise naturally from $\mathbb{Z}_6$ geometry.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt1.tex,123,\item \textbf{$\mathbb{Z}_2$ breaking from $\mathbb{Z}_6$:}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt1.tex,124,The full hexagonal symmetry is $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt1.tex,170,"However, $\mathbb{Z}_6$ is abelian and \textbf{cannot contain} the non-abelian"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt1.tex,175,The EDC $\mathbb{Z}_6$ hexagonal symmetry alone \textbf{cannot derive}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt1.tex,177,beyond $\mathbb{Z}_6$ \tagP{}.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,3,"% Status: Partial success — Z6 submixing captures theta23, fails theta12/theta13"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,13,$\mathbb{Z}_6$ geometry can produce the observed pattern: \textbf{large}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,34,purely by $\mathbb{Z}_3$ or $\mathbb{Z}_6$ geometry.
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,58,"A3: $\mathbb{Z}_6$ submixing & Flavor at $\mathbb{Z}_3$, mass at $\mathbb{Z}_6$ subset & 0 \\"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,73,The key finding is that \textbf{variant A3 ($\mathbb{Z}_6$ submixing) achieves
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,90,\textbf{A3: $\mathbb{Z}_6$ submixing} & 0.137 & \textbf{0.564} & 0.008 & 0.23 & \textcolor{orange}{YELLOW} \\
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,100,title=\textbf{Success: $\theta_{23}$ from $\mathbb{Z}_6$ Geometry}]
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,102,\textbf{naturally} from the $\mathbb{Z}_6 = \mathbb{Z}_2 \times \mathbb{Z}_3$
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,105,\textbf{Physical interpretation:} The $\mathbb{Z}_6$ structure places mass
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,175,"$\mathbb{Z}_6$ overlap model & YELLOW & \tagDc{} & $\theta_{23}$ correct, others fail \\"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,198,\item $\mathbb{Z}_6$ submixing \textbf{derives} $\theta_{23} \approx 45°$ \tagDc{}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,215,\item Best variant: A3 ($\mathbb{Z}_6$ submixing)
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,236,The partial success of $\mathbb{Z}_6$ submixing suggests that the EDC geometric
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt2.tex,242,\item \textbf{Non-abelian extension:} The abelian $\mathbb{Z}_6$ cannot generate
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_g5_value_closure_attempt3_derive_4pi.tex,61,$\sigma r_e^2 = 5.86$ MeV & From $\mathbb{Z}_6$ geometry & \tagDc{} \\
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/05_case_neutron.tex,167,"Based on $\mathbb{Z}_6$ symmetry arguments, the neutron corresponds to approximately"
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/05_case_neutron.tex,768,$\Delta m_{np}$ from $\mathbb{Z}_6$ breaking & 1.30 MeV & \tagDc{} & From geometry \\
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/05_case_neutron.tex,801,1/3$ from $\mathbb{Z}_6$ symmetry arguments. Need: reconcile or derive from
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt3_z6_refinement.tex,3,% PMNS Attempt 3: Z6 Discrete-Phase Refinement
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt3_z6_refinement.tex,7,\subsection{\texorpdfstring{Attempt 3: Z$_6$ Discrete-Phase Refinement}{Attempt 3: Z6 Discrete-Phase Refinement}}
P2_Z6,\\mathbb\{Z\}_6|Z_6|Z6,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch6_pmns_attempt3_z6_refinement.tex,159,\paragraph{Code.} \texttt{code/pmns\_attempt3\_z6\_phase\_sweep.py}
